,geoLevel1,geoLevel2,SERIAL,PUMA,WGTP,geoLevel0,NP,Long,Lat,serialSynth
1282,1,7304,1272182,105,79,11,1,-77.03756865,38.81888252,1272182-2
66,1,9203,78245,104,120,11,1,-76.97681016,38.91291777,78245-3
791,1,9203,877656,104,61,11,3,-76.98511108,38.90816357,877656-1
419,1,9203,453765,104,65,11,1,-76.98070182,38.90748826,453765-2
140,1,9504,108839,105,195,11,2,-76.99607898,38.85807346,108839-3
1653,1,10100,1239788,104,191,11,1,-76.99278841,38.86187163,1239788-1
1203,1,9504,1215952,105,75,11,2,-76.99307146,38.86475335,1215952-2
156,1,9907,206510,102,70,11,3,-76.98588984,38.90298796,206510-3
1959,1,4300,1361881,103,141,11,1,-76.99125319,38.86588188,1361881-2
1330,1,9803,1330443,103,71,11,1,-76.9600331,38.90254671,1330443-3
874,1,9203,952987,104,79,11,2,-76.98186767,38.91087918,952987-1
865,1,9504,890959,105,105,11,1,-76.99391339,38.85912852,890959-4
336,1,9601,537838,105,110,11,1,-76.98382015,38.87160592,537838-1
635,1,2202,633722,103,0,11,1,-76.96311786,38.92505715,633722-2
1034,1,1901,881992,104,162,11,2,-76.99711349,38.85584764,881992-1
1208,1,7304,1210727,105,143,11,2,-77.03630662,38.81929047,1210727-4
1890,1,4300,1314171,103,0,11,1,-76.98826678,38.86633624,1314171-1
219,1,9907,294350,102,156,11,4,-76.98422837,38.90487703,294350-1
618,1,8301,663051,101,94,11,1,-76.97616957,38.91952272,663051-1
1303,1,9203,1356124,104,90,11,1,-76.97888131,38.90836766,1356124-1
1397,1,10100,1060035,104,76,11,2,-76.99337278,38.85994184,1060035-5
858,1,9203,933740,104,192,11,1,-76.97996998,38.91317628,933740-1
123,1,9907,168354,102,110,11,1,-76.98464223,38.902066,168354-4
145,1,9907,193831,102,98,11,3,-76.98411718,38.90355513,193831-4
351,1,9907,464196,102,85,11,1,-76.98776322,38.90267822,464196-1
493,1,8903,453697,105,165,11,1,-76.97786161,38.90665123,453697-1
78,1,4300,61597,103,56,11,1,-76.99118317,38.8648633,61597-2
947,1,8903,917024,105,80,11,1,-76.9780294,38.90612167,917024-1
1419,1,4300,987365,103,66,11,1,-76.9897424,38.86660564,987365-3
51,1,7304,49973,105,56,11,1,-77.03512712,38.81880951,49973-1
697,1,9907,896595,102,214,11,1,-76.98543719,38.90131336,896595-1
1211,1,4300,818137,103,183,11,1,-76.99036304,38.8634754,818137-3
620,1,9602,603314,105,62,11,2,-77.04178598,38.83711493,603314-3
348,1,2202,347919,103,61,11,2,-76.9605467,38.92778958,347919-2
21,1,9203,23184,104,73,11,2,-76.9790174,38.90996376,23184-2
602,1,9602,575738,105,74,11,1,-77.04085462,38.8356761,575738-1
5,1,9907,11807,102,72,11,2,-76.98815407,38.90330562,11807-1
736,1,1600,642258,102,94,11,3,-76.9473921,38.91500557,642258-3
1109,1,9203,1162698,104,59,11,1,-76.98126557,38.90641788,1162698-2
576,1,7304,567998,105,100,11,1,-77.02993791,38.80126231,567998-1
123,1,8301,165853,101,72,11,1,-76.95754549,38.907454,165853-1
515,1,8301,581169,101,69,11,1,-76.97148253,38.91454374,581169-4
1131,1,9907,1326015,102,36,11,2,-76.98746694,38.90606568,1326015-1
949,1,2202,931344,103,128,11,3,-76.96028373,38.92773051,931344-1
1202,1,9907,1403438,102,59,11,2,-76.98618699,38.90237884,1403438-2
763,1,8301,798944,101,97,11,2,-76.97424665,38.91825728,798944-2
954,1,6600,1113524,104,0,11,1,-76.96158979,38.89453153,1113524-5
1128,1,9203,1180587,104,65,11,1,-76.98582843,38.90781568,1180587-1
1059,1,9203,1118940,104,216,11,1,-76.97990225,38.90807763,1118940-2
584,1,9504,575969,105,61,11,1,-76.99240684,38.86526911,575969-3
1208,1,9203,1251425,104,120,11,2,-76.98266393,38.90789308,1251425-1
434,1,9907,589463,102,76,11,1,-76.98591928,38.90269906,589463-5
1162,1,9803,1185328,103,49,11,2,-76.95848061,38.90509723,1185328-2
1313,1,9203,1367802,104,70,11,4,-76.98285716,38.90844123,1367802-1
661,1,9203,679632,104,65,11,1,-76.97809004,38.9148902,679632-2
182,1,6600,209069,104,62,11,3,-76.96179806,38.89408159,209069-1
308,1,4300,251289,103,0,11,1,-76.98850015,38.86687334,251289-2
1191,1,9907,1385810,102,80,11,1,-76.98213644,38.90267064,1385810-1
775,1,8301,818441,101,62,11,1,-76.97376621,38.91935253,818441-4
544,1,9203,548129,104,113,11,1,-76.97983619,38.90617932,548129-6
431,1,9602,378639,105,44,11,1,-77.03656206,38.8288596,378639-1
802,1,9601,1287571,105,117,11,2,-76.985767,38.87235619,1287571-1
450,1,9907,615613,102,52,11,1,-76.98359285,38.90501167,615613-2
168,1,4300,144390,103,65,11,1,-76.98931478,38.8653358,144390-2
1266,1,9203,1315730,104,148,11,6,-76.98322849,38.91043848,1315730-1
169,1,10100,137101,104,0,11,1,-76.99226268,38.86111244,137101-2
333,1,9203,373570,104,0,11,1,-76.98464907,38.90893114,373570-1
604,1,9504,595020,105,53,11,1,-76.99360033,38.86282577,595020-1
835,1,2202,806251,103,72,11,1,-76.96203269,38.92733477,806251-1
420,1,8301,479579,101,57,11,2,-76.97071589,38.91894509,479579-1
1968,1,4300,1367358,103,63,11,2,-76.99111679,38.86473341,1367358-1
287,1,7304,257540,105,93,11,2,-77.02109647,38.81871997,257540-1
741,1,8301,776616,101,70,11,4,-76.97465406,38.91954419,776616-3
653,1,9907,851480,102,44,11,2,-76.98352563,38.90351105,851480-3
1078,1,10100,807371,104,245,11,1,-76.9926527,38.86155128,807371-7
1006,1,9907,1198621,102,71,11,2,-76.98579198,38.90504021,1198621-3
1736,1,4300,1215394,103,65,11,2,-76.98793791,38.86630457,1215394-2
1315,1,9602,1252266,105,51,11,2,-77.036562,38.8342656,1252266-1
143,1,8301,201563,101,58,11,1,-76.97110823,38.91494499,201563-1
273,1,9203,316504,104,53,11,1,-76.98187168,38.90857946,316504-1
1415,1,1901,1203510,104,96,11,3,-77.00512435,38.84633915,1203510-4
1071,1,2202,1038365,103,75,11,2,-76.95943669,38.92596361,1038365-1
566,1,9203,583807,104,59,11,1,-76.98418075,38.90718853,583807-1
1181,1,9504,1196213,105,82,11,1,-76.9895488,38.86795753,1196213-1
1153,1,9602,1060825,105,90,11,1,-77.03529081,38.82850072,1060825-4
431,1,9203,458023,104,53,11,6,-76.97920026,38.91567491,458023-2
63,1,4801,103127,102,70,11,3,-76.97836423,38.91706876,103127-5
1170,1,9602,1083632,105,139,11,3,-77.03341103,38.83552822,1083632-4
139,1,9907,185436,102,211,11,1,-76.98830495,38.90389293,185436-3
754,1,10100,537815,104,130,11,1,-76.99153549,38.86187899,537815-2
425,1,9907,574507,102,101,11,2,-76.9856296,38.90402984,574507-2
426,1,9504,395421,105,102,11,1,-76.99334442,38.86265594,395421-2
803,1,4300,570416,103,56,11,1,-76.98978589,38.86495698,570416-4
148,1,9907,201742,102,52,11,3,-76.98388985,38.90555955,201742-2
617,1,4300,447633,103,49,11,2,-76.98881275,38.86677509,447633-1
113,1,9907,156990,102,72,11,2,-76.98578688,38.9025477,156990-1
246,1,4300,203601,103,77,11,2,-76.98996355,38.86514396,203601-1
619,1,8410,1341299,104,65,11,1,-76.96444446,38.88856475,1341299-2
1526,1,9602,1411286,105,65,11,1,-77.02141213,38.82783059,1411286-1
705,1,9907,901895,102,83,11,6,-76.98591338,38.9013204,901895-5
154,1,9203,175792,104,97,11,1,-76.98225083,38.90925445,175792-1
784,1,9602,772657,105,98,11,5,-77.03660681,38.83747557,772657-3
236,1,8301,312494,101,179,11,2,-76.97693076,38.90908622,312494-1
701,1,6600,835709,104,107,11,1,-76.96197373,38.89392794,835709-3
399,1,9203,439361,104,69,11,1,-76.98243383,38.91108848,439361-4
569,1,8410,1243007,104,191,11,4,-76.97604559,38.88196508,1243007-2
1507,1,9602,1397462,105,90,11,1,-77.03749415,38.83368547,1397462-2
452,1,9907,622480,102,73,11,4,-76.98796248,38.90511956,622480-1
922,1,4300,652025,103,67,11,2,-76.99074228,38.8658286,652025-4
228,1,8410,496693,104,68,11,3,-76.96391725,38.88997005,496693-2
833,1,9504,859427,105,76,11,1,-76.99215113,38.86538328,859427-1
756,1,8903,731508,105,0,11,1,-76.98000783,38.90374306,731508-3
455,1,9203,476940,104,164,11,2,-76.97872494,38.91551959,476940-1
482,1,8410,1063338,104,60,11,3,-76.97463664,38.88365934,1063338-2
590,1,9203,605750,104,260,11,1,-76.98266195,38.9080816,605750-2
841,1,9907,1041752,102,197,11,7,-76.98389321,38.90090395,1041752-2
581,1,8410,1256769,104,0,11,1,-76.9738398,38.88303167,1256769-1
1060,1,9907,1250479,102,47,11,3,-76.9878931,38.90290547,1250479-2
1093,1,8903,997556,105,109,11,2,-76.97853654,38.90566641,997556-3
568,1,9203,583807,104,59,11,1,-76.9814263,38.90606945,583807-3
1445,1,9602,1338726,105,105,11,2,-77.02204381,38.82357338,1338726-1
738,1,9602,721486,105,74,11,1,-77.01433344,38.83251824,721486-2
51,1,9203,54720,104,67,11,1,-76.97828975,38.90975088,54720-1
1423,1,2202,1343641,103,57,11,1,-76.96019766,38.92523723,1343641-2
172,1,9602,140205,105,67,11,2,-77.04294406,38.83416994,140205-1
478,1,9504,440514,105,83,11,2,-76.99395226,38.85953132,440514-1
36,1,9203,41388,104,89,11,3,-76.97945266,38.90687958,41388-1
818,1,9203,908927,104,117,11,6,-76.97634496,38.91440752,908927-1
397,1,7304,375494,105,76,11,3,-77.02513044,38.81422989,375494-1
984,1,4300,683571,103,85,11,3,-76.99096382,38.86632473,683571-3
403,1,9504,378639,105,44,11,1,-76.99698619,38.85899541,378639-3
866,1,8301,913351,101,112,11,2,-76.97413078,38.92333602,913351-1
142,1,9504,110350,105,79,11,2,-76.9937871,38.86366991,110350-1
1429,1,4300,990942,103,58,11,1,-76.98790708,38.86715893,990942-2
450,1,2202,445551,103,68,11,5,-76.96030309,38.92534272,445551-4
1922,1,4300,1338318,103,0,11,1,-76.98917201,38.86654325,1338318-2
1064,1,1901,915535,104,151,11,3,-76.99752234,38.85629593,915535-7
1238,1,9602,1162822,105,190,11,1,-77.03426378,38.82872961,1162822-1
1405,1,9602,1310508,105,125,11,2,-77.03257767,38.82773559,1310508-1
332,1,9602,268500,105,0,11,1,-77.02402647,38.8257756,268500-2
247,1,4300,203601,103,77,11,2,-76.98883198,38.86520037,203601-2
177,1,1902,339101,101,65,11,5,-77.01686722,38.82825299,339101-1
165,1,8301,215905,101,201,11,1,-76.97205968,38.92013572,215905-1
751,1,9601,1196027,105,85,11,1,-76.98732337,38.86918713,1196027-1
242,1,9803,256268,103,67,11,3,-76.95937428,38.90262432,256268-1
627,1,8301,674319,101,66,11,2,-76.96781599,38.92764138,674319-2
682,1,9203,716243,104,105,11,5,-76.98214597,38.90681116,716243-2
430,1,9907,589463,102,76,11,1,-76.9837216,38.90133566,589463-1
1975,1,4300,1371465,103,166,11,1,-76.99029291,38.86646836,1371465-2
191,1,9601,290517,105,153,11,2,-76.986507,38.86825488,290517-1
899,1,9203,976870,104,384,11,1,-76.97608194,38.91396155,976870-3
882,1,7304,890512,105,0,11,1,-77.02054061,38.81904343,890512-1
601,1,9907,777352,102,0,11,1,-76.98955013,38.90309035,777352-3
524,1,8301,586705,101,59,11,1,-76.97147664,38.92083196,586705-1
437,1,9602,381821,105,71,11,2,-77.01313363,38.83759157,381821-1
294,1,9203,338499,104,98,11,2,-76.97926673,38.91490359,338499-2
431,1,4300,343815,103,168,11,5,-76.98729094,38.86715997,343815-4
409,1,2202,422181,103,0,11,1,-76.96075776,38.92455092,422181-1
75,1,9203,84637,104,50,11,5,-76.97913667,38.91498201,84637-1
55,1,9203,58235,104,79,11,2,-76.97779662,38.91265951,58235-1
1306,1,7304,1286674,105,72,11,2,-77.02817384,38.80134467,1286674-1
635,1,9803,653562,103,190,11,1,-76.95915367,38.90161464,653562-2
141,1,8803,264363,105,64,11,2,-77.0130124,38.90662346,264363-3
851,1,9907,1042821,102,61,11,1,-76.98459521,38.90177693,1042821-5
676,1,1902,1074639,101,42,11,2,-77.00973895,38.83864467,1074639-3
355,1,9203,405014,104,81,11,7,-76.98204221,38.90589196,405014-4
1223,1,7304,1221545,105,42,11,1,-77.03877555,38.81934858,1221545-1
113,1,2202,131145,103,63,11,1,-76.96070784,38.92662657,131145-2
335,1,9602,270734,105,66,11,1,-77.03245482,38.83343045,270734-1
370,1,9907,472290,102,181,11,1,-76.98482807,38.90214525,472290-5
1380,1,4300,947421,103,0,11,1,-76.98967757,38.86637766,947421-3
1147,1,1901,978961,104,50,11,1,-76.99702321,38.855995,978961-2
216,1,8301,274251,101,60,11,2,-76.97449663,38.91972128,274251-1
1563,1,4300,1111588,103,63,11,4,-76.98792948,38.866734,1111588-1
1008,1,9907,1207378,102,72,11,1,-76.98496563,38.90082657,1207378-1
988,1,9907,1178425,102,136,11,1,-76.98459082,38.90224487,1178425-6
677,1,8301,720573,101,104,11,1,-76.96132281,38.92991636,720573-2
1199,1,9907,1398781,102,39,11,3,-76.98761128,38.90388141,1398781-1
1331,1,1600,1095227,102,50,11,1,-76.94238645,38.91792364,1095227-2
735,1,7304,749200,105,59,11,1,-77.03684375,38.81793638,749200-2
1047,1,9907,1233119,102,218,11,2,-76.98163045,38.90393266,1233119-2
573,1,7304,566439,105,64,11,2,-77.03680804,38.81658206,566439-1
264,1,9907,321838,102,60,11,2,-76.98261928,38.9035642,321838-1
1168,1,1901,995776,104,67,11,1,-77.00330891,38.84824309,995776-5
1099,1,9907,1284992,102,71,11,1,-76.98640155,38.90547671,1284992-1
173,1,2202,192849,103,52,11,1,-76.95848904,38.92647655,192849-1
953,1,9203,1031411,104,60,11,2,-76.98161084,38.90948978,1031411-5
797,1,9601,1277138,105,108,11,2,-76.98296775,38.87296172,1277138-2
397,1,2202,417751,103,53,11,1,-76.96237492,38.92530888,417751-1
723,1,9907,926810,102,0,11,1,-76.98489175,38.90480428,926810-1
1610,1,1901,1348041,104,77,11,4,-76.99835716,38.85503404,1348041-1
310,1,9602,257388,105,0,11,1,-77.03416757,38.83316577,257388-1
460,1,9907,630374,102,78,11,2,-76.98425338,38.90069731,630374-3
1427,1,2202,1351208,103,138,11,2,-76.94414779,38.91694211,1351208-1
297,1,9907,389838,102,92,11,1,-76.98302683,38.90210957,389838-2
364,1,9907,471138,102,256,11,1,-76.98506483,38.90397512,471138-5
433,1,4300,343867,103,49,11,3,-76.99008334,38.86466415,343867-2
62,1,1902,139455,101,75,11,1,-77.01131546,38.83647531,139455-1
119,1,9504,95224,105,91,11,1,-76.9965554,38.85939612,95224-3
109,1,8301,153911,101,98,11,1,-76.96411269,38.92105897,153911-3
252,1,9203,281175,104,158,11,2,-76.98235999,38.90665622,281175-2
978,1,9907,1156418,102,88,11,2,-76.98717191,38.90364919,1156418-4
777,1,8301,827478,101,74,11,1,-76.96406348,38.92118281,827478-1
1200,1,9907,1400838,102,52,11,3,-76.98350137,38.90259174,1400838-1
944,1,9203,1027554,104,156,11,1,-76.98210763,38.90513323,1027554-3
667,1,8301,713278,101,99,11,1,-76.97325096,38.92114703,713278-1
125,1,6600,141458,104,70,11,1,-76.96211312,38.8929336,141458-3
493,1,8301,554750,101,83,11,3,-76.9627299,38.93246821,554750-1
315,1,1902,530850,101,118,11,1,-77.01315595,38.83161723,530850-1
563,1,1902,843745,101,65,11,1,-77.0160698,38.8300499,843745-6
938,1,7304,926917,105,77,11,3,-77.02421207,38.81727427,926917-1
317,1,9907,412801,102,56,11,5,-76.98715086,38.90610842,412801-1
608,1,9907,785932,102,55,11,2,-76.98484278,38.90231345,785932-2
1185,1,2202,1155072,103,136,11,4,-76.9572118,38.92990159,1155072-4
56,1,4300,51123,103,0,11,1,-76.99064423,38.86540688,51123-1
1780,1,10100,1311029,104,68,11,2,-76.99176674,38.86143528,1311029-2
365,1,9907,471138,102,256,11,1,-76.98541804,38.9058735,471138-6
1093,1,9907,1283052,102,0,11,1,-76.98293135,38.90428394,1283052-5
1619,1,1600,1307935,102,90,11,2,-76.94382589,38.91680132,1307935-3
662,1,6600,792599,104,63,11,1,-76.96153102,38.89523496,792599-1
898,1,7304,906778,105,194,11,2,-77.02428821,38.81832408,906778-2
695,1,9504,721486,105,74,11,1,-76.99310605,38.8633171,721486-1
951,1,8301,1059401,101,83,11,1,-76.96239832,38.927562,1059401-1
28,1,9203,29152,104,242,11,1,-76.98351268,38.91025677,29152-3
1132,1,9907,1326015,102,36,11,2,-76.98519879,38.9037234,1326015-2
746,1,8301,776721,101,70,11,4,-76.97393766,38.91002952,776721-3
486,1,9203,507163,104,60,11,3,-76.98309604,38.91128705,507163-1
244,1,1902,434729,101,0,11,1,-77.01343262,38.83151642,434729-2
943,1,8903,916303,105,89,11,1,-76.97732396,38.90667226,916303-1
160,1,1902,329318,101,0,11,1,-77.01424384,38.83232013,329318-2
1324,1,9504,1331025,105,0,11,1,-76.98972749,38.86894914,1331025-1
199,1,9203,222509,104,85,11,1,-76.98141276,38.9062929,222509-1
476,1,9203,504757,104,81,11,1,-76.98103254,38.91255072,504757-1
84,1,6600,84637,104,50,11,5,-76.96179452,38.89236261,84637-2
841,1,1902,1302998,101,0,11,1,-77.01551274,38.82873733,1302998-1
151,1,1600,133770,102,77,11,1,-76.95430685,38.91126089,133770-4
853,1,9203,929631,104,70,11,1,-76.97603918,38.91376701,929631-1
2,1,8301,1268,101,0,11,1,-76.96915529,38.92086371,1268-2
741,1,9907,946795,102,69,11,2,-76.98645282,38.90387166,946795-1
149,1,4300,127771,103,76,11,2,-76.98808245,38.86687115,127771-4
376,1,9203,413204,104,102,11,3,-76.98334379,38.90552977,413204-5
1326,1,4300,901436,103,91,11,1,-76.98996388,38.86727868,901436-3
679,1,9803,688158,103,144,11,1,-76.95842891,38.9048289,688158-2
447,1,1901,406990,104,121,11,3,-77.00731584,38.84416993,406990-1
521,1,9602,486948,105,116,11,1,-77.03486095,38.82076241,486948-1
1017,1,9203,1081377,104,136,11,2,-76.97651084,38.91236145,1081377-3
868,1,2202,842004,103,209,11,2,-76.9606868,38.92641534,842004-1
292,1,8301,357694,101,56,11,1,-76.96206721,38.89879268,357694-1
921,1,7304,918068,105,0,11,1,-77.02655846,38.81427813,918068-2
619,1,2202,625355,103,82,11,2,-76.95886275,38.92982086,625355-1
49,1,2202,57230,103,0,11,1,-76.96226142,38.9239259,57230-3
789,1,9504,818852,105,90,11,1,-76.99438876,38.86057642,818852-5
512,1,9907,685829,102,139,11,2,-76.98332856,38.90475984,685829-3
847,1,9907,1042821,102,61,11,1,-76.98757851,38.90427022,1042821-1
1289,1,9203,1348041,104,77,11,4,-76.98309025,38.91003246,1348041-2
1155,1,9203,1203510,104,96,11,3,-76.98143231,38.90946918,1203510-1
764,1,9504,800582,105,0,11,1,-76.99366287,38.86384401,800582-2
718,1,8301,757787,101,69,11,3,-76.9685111,38.9190362,757787-1
882,1,8301,935762,101,89,11,1,-76.96347555,38.93270376,935762-3
313,1,9504,270232,105,89,11,2,-76.99143431,38.8680772,270232-2
624,1,9601,980538,105,96,11,1,-76.98561255,38.87031863,980538-1
1381,1,9602,1291500,105,75,11,1,-77.03871492,38.83782875,1291500-1
979,1,10100,707299,104,175,11,1,-76.99240322,38.86244001,707299-4
60,1,9203,71125,104,55,11,2,-76.9776279,38.91119702,71125-2
383,1,8410,850533,104,79,11,1,-76.97280859,38.88504381,850533-2
406,1,4300,330572,103,0,11,1,-76.98954507,38.86565738,330572-2
79,1,2202,90695,103,0,11,1,-76.96125772,38.92811205,90695-2
630,1,2202,633268,103,202,11,2,-76.95818714,38.9281014,633268-1
299,1,9203,339243,104,57,11,2,-76.98455755,38.90885386,339243-1
697,1,1902,1107494,101,80,11,1,-77.01114426,38.83479335,1107494-2
376,1,9907,472340,102,58,11,2,-76.98644155,38.90611077,472340-6
779,1,8301,827478,101,74,11,1,-76.96633035,38.91928523,827478-3
147,1,4300,127771,103,76,11,2,-76.9880424,38.86540331,127771-2
1261,1,8903,1219931,105,95,11,2,-76.97888688,38.90502648,1219931-3
716,1,9203,768517,104,54,11,1,-76.97648528,38.91405182,768517-1
376,1,9602,326517,105,72,11,1,-77.03509823,38.82223271,326517-4
1482,1,9602,1378241,105,0,11,1,-77.03068834,38.82081254,1378241-4
572,1,9907,744478,102,63,11,1,-76.98221376,38.9035993,744478-2
1160,1,9907,1351057,102,47,11,1,-76.98536118,38.90123912,1351057-3
593,1,9601,960362,105,79,11,1,-76.98731994,38.87109289,960362-2
74,1,7304,69887,105,83,11,1,-77.02551755,38.80261939,69887-1
469,1,8301,513971,101,112,11,3,-76.9682576,38.93019112,513971-4
952,1,9203,1031411,104,60,11,2,-76.98014971,38.9066775,1031411-4
1001,1,4300,688158,103,144,11,1,-76.99077618,38.86306476,688158-3
646,1,8301,697359,101,51,11,1,-76.96584609,38.93173355,697359-3
1273,1,9203,1330169,104,85,11,1,-76.97754798,38.91357116,1330169-1
305,1,4300,246603,103,207,11,4,-76.99020612,38.86643143,246603-3
642,1,7304,641882,105,78,11,2,-77.0286509,38.80425915,641882-4
195,1,9203,216005,104,100,11,1,-76.98215772,38.91214941,216005-3
1077,1,8301,1220952,101,63,11,3,-76.96670791,38.92117083,1220952-4
1154,1,1901,980330,104,59,11,1,-76.9982152,38.85556219,980330-2
806,1,9602,791057,105,0,11,1,-77.03875705,38.83486354,791057-1
174,1,9504,161396,105,0,11,1,-76.99647529,38.85681353,161396-3
459,1,9203,477971,104,60,11,1,-76.97829656,38.91506229,477971-3
351,1,1901,328710,104,94,11,1,-77.00877077,38.84062534,328710-2
649,1,7304,646490,105,60,11,4,-77.03216142,38.8181456,646490-1
738,1,9203,797529,104,158,11,6,-76.97670251,38.91308669,797529-4
626,1,8803,1385213,105,82,11,1,-77.01338234,38.9065317,1385213-3
828,1,9203,913449,104,58,11,2,-76.98288602,38.91165376,913449-4
82,1,9601,108839,105,195,11,2,-76.98118432,38.87405468,108839-2
1339,1,9803,1337450,103,244,11,2,-76.95882503,38.90328262,1337450-3
112,1,9602,83504,105,80,11,1,-77.04295972,38.83519311,83504-1
474,1,8301,519852,101,52,11,1,-76.9640053,38.92401507,519852-2
1014,1,1901,864054,104,55,11,1,-77.00359648,38.84823498,864054-4
174,1,8903,157608,105,92,11,1,-76.9796979,38.90544176,157608-4
843,1,10100,607850,104,88,11,2,-76.99158389,38.86180759,607850-2
878,1,9907,1075843,102,57,11,1,-76.98690646,38.90247816,1075843-3
819,1,1902,1266806,101,54,11,2,-77.00955901,38.83878284,1266806-2
791,1,9601,1265598,105,0,11,1,-76.98635131,38.87197804,1265598-1
147,1,9907,201742,102,52,11,3,-76.98321495,38.90481279,201742-1
845,1,9907,1041752,102,197,11,7,-76.988848,38.90421006,1041752-6
124,1,9803,143742,103,252,11,2,-76.95908076,38.90303517,143742-2
476,1,8410,1054409,104,53,11,4,-76.97224996,38.8881472,1054409-4
509,1,8803,1205131,105,171,11,1,-77.0121136,38.90661165,1205131-3
391,1,2202,409451,103,57,11,1,-76.96088633,38.92393363,409451-2
63,1,2202,67338,103,82,11,3,-76.9599747,38.92729104,67338-2
649,1,8301,697448,101,76,11,4,-76.96886567,38.92033192,697448-1
739,1,1600,645971,102,49,11,3,-76.95682564,38.90557483,645971-3
